Sentence,Sentiment,label
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,1
$SPY wouldn't be surprised to see a green close,positive,2
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",positive,2
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,1
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,positive,2
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,2
"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",neutral,1
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,1
"However , he expects banks to provide alternative financing .",positive,2
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,1
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,2
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,2
Sales increased due to growing market rates and increased operations .,positive,2
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral,1
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive,2
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral,1
$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,positive,2
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,1
"The competition was received with great enthusiasm by the employees , he goes on .",positive,2
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,1
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,0
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral,1
The acquisition price was not disclosed .,neutral,1
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,neutral,1
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,1
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",neutral,1
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,neutral,1
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,neutral,1
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,1
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,1
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,neutral,1
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,2
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",neutral,1
"Currently Glaston employs approximately 1,500 persons .",neutral,1
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive,2
$CHRM Loooooongggggg base,positive,2
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,neutral,1
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral,1
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive,2
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive,2
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,0
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",positive,2
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",neutral,1
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",neutral,1
$SBUX heading for the 200DMA and certain doom if it can not hold there.,negative,0
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,0
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,0
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,neutral,1
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,neutral,1
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,0
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",positive,2
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive,2
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral,1
What we think ?,neutral,1
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",neutral,1
$TSLA yeah lets go down to 230s lol,negative,0
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,neutral,1
"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",neutral,1
"Ackman, in email, says supports Valeant CEO Pearson",positive,2
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",neutral,1
"In this case , the effect would be negative in Finland .",negative,0
"ISMS does not disclose its financial results , the daily said .",neutral,1
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",positive,2
The options might include a partial or total divestment of their shareholdings in Ovako .,neutral,1
The customer is cooperative retailer Osuuskauppa Suur-Savo .,neutral,1
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",neutral,1
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",neutral,1
EU regulator backs approval for GSK injectable asthma drug,positive,2
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,positive,2
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",neutral,1
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",positive,2
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,2
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral,1
Ocwen Reaches Settlement With California Regulator,positive,2
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",neutral,1
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,1
"Exel Composites ' long-term growth prospects remain favourable , however .",positive,2
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,1
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive,2
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,negative,0
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",positive,2
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",neutral,1
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,0
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral,1
$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,positive,2
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,1
The closing of such transaction took place today .,neutral,1
The measures taken will cause one-time costs during the final part of 2006 .,neutral,1
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",positive,2
Componenta will also offer a five-year subordinated loan for subscription by the public .,neutral,1
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive,2
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,2
Scanfil issued a profit warning on 10 April 2006 .,negative,0
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",neutral,1
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral,1
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral,1
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral,1
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,1
Deutsche Bank cuts $SBUX,negative,0
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,neutral,1
"UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins",neutral,1
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,1
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,2
"`` The number of collection errors fell considerably , and operations speeded up .",positive,2
The optimization of the steel components heating process will reduce the energy consumption .,positive,2
Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,positive,2
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,1
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",neutral,1
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive,2
Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,negative,0
Short more $FAZ for all who don't know that means markets will tank now :-p,negative,0
Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive,2
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,neutral,1
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",positive,2
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",neutral,1
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,positive,2
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",neutral,1
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,1
"When dialing in , the participants should quote 877417 as conference ID .",neutral,1
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",positive,2
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,2
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive,2
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,1
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,positive,2
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral,1
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive,2
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,2
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral,1
The idea of saving electricity in data transfer is still a new one .,neutral,1
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",positive,2
Berkshire Hathaway names Kara Raiguel to lead General Re unit,neutral,1
"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit .",neutral,1
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,1
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,1
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,positive,2
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive,2
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative,0
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral,1
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,1
The transaction will take place without payment of merger consideration .,neutral,1
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral,1
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,neutral,1
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,negative,0
CompaniesDiageo stays neutral on India boardroom turmoil,neutral,1
An appeal concerning the project has been lodged at the Czech Ministry of the Environment .,neutral,1
"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",neutral,1
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,1
Prices and delivery volumes of broadband products decreased significantly in 2005 .,neutral,1
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",neutral,1
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,0
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive,2
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,0
Feed companies Suomen Rehu and Raisio do no import GMO feed .,neutral,1
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",positive,2
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",neutral,1
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive,2
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",positive,2
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,0
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",neutral,1
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,2
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,neutral,1
"Several large stocks tacked lower , however .",neutral,1
$brcm raises revenue forecast,positive,2
The company has exported into about twenty European countries as well as to Africa .,neutral,1
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral,1
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,neutral,1
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral,1
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative,0
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,1
The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral,1
`` Demand for sports equipment was good in 2005 .,positive,2
"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",positive,2
Kemira 's partner in the project is St. Petersburg Water Works .,neutral,1
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral,1
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,2
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,1
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,neutral,1
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative,0
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",positive,2
$vxx starting to creep up while $spy sits near hod ...,positive,2
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",neutral,1
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",neutral,1
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",neutral,1
The maritime administration said the ships had ignored warnings about the icy conditions .,negative,0
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,neutral,1
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,1
The proposed consolidation activities will impact approximately 30 positions .,neutral,1
Irish housebuilder Cairn Homes plans London listing,positive,2
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral,1
Neste Oil will offer outplacement services to the 111 employees to be reduced .,neutral,1
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",positive,2
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive,2
The number of bodily injury cases quadrupled in 2000-2006 .,negative,0
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",neutral,1
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",positive,2
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative,0
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,neutral,1
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,1
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,0
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",neutral,1
"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",neutral,1
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,0
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,1
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",positive,2
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,2
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,neutral,1
.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,positive,2
Why not give your bedroom a cool makeover for summer .,neutral,1
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,1
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",neutral,1
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",negative,0
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",neutral,1
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,2
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral,1
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral,1
"Elsewhere , the tendency is towards more developed packaging than before .",neutral,1
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,negative,0
Severn Trent share price jumps as Canadian investor renews pursuit of utility,positive,2
Acquisitions have been made and businesses have been well integrated .,positive,2
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",neutral,1
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,1
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,neutral,1
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,neutral,1
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,1
$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,positive,2
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,0
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative,0
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,2
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",positive,2
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",neutral,1
No financial details were provided .,neutral,1
Viking Line manages well with its current ferries .,positive,2
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,neutral,1
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,neutral,1
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,positive,2
The measures result from decreased demand in technical design and product information .,neutral,1
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral,1
"They are responsible for their own operations , customer relationships , and the development of these .",neutral,1
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive,2
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral,1
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",positive,2
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,neutral,1
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,0
Standard Chartered Not Raising Capital Yet As Dividend Cut,negative,0
Travel expenses would be reimbursed in accordance with the travel policy of the company .,neutral,1
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,negative,0
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative,0
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,neutral,1
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,1
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,2
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,positive,2
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,2
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,2
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,0
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,1
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive,2
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral,1
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",neutral,1
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,1
The new technology improves the glass quality and consistency while increasing throughput .,positive,2
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",neutral,1
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",positive,2
"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",positive,2
Orders received grew by 55 % year-on-year to EUR732m .,positive,2
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",neutral,1
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative,0
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,2
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",negative,0
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",positive,2
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",positive,2
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,1
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative,0
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive,2
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,1
The value of the deal was not disclosed .,neutral,1
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral,1
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive,2
No more waste-burning facilities should be built .,neutral,1
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,positive,2
